#   #http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=J/AJ/155/196/table1
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-05-18T09:51:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cdfd5143f99	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/AJ/155/196&tab:{J/AJ/155/196/table1}&key:source=J/AJ/155/196/table1&HTTPPRM:&&-ref=VIZ5cdfd5143f99&-out.max=unlimited&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/AJ/155/196/table1&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=EPIC&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=Ksmag&-out=(V-Ks)u&-out=E(V-Ks)&-out=Ksmag0&-out=Per1&-out=Per2&-out=Per3&-out=Per4&-out=Disk&-out=SimbadName&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/AJ/155/196/table1
#-source=J/AJ/155/196/table1
#-out=EPIC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=Ksmag
#-out=(V-Ks)u
#-out=E(V-Ks)
#-out=Ksmag0
#-out=Per1
#-out=Per2
#-out=Per3
#-out=Per4
#-out=Disk
#-out=SimbadName
#

#RESOURCE=yCat_51550196
#Name: J/AJ/155/196
#Title: Analysis of K2 LCs for members of USco & {rho} Oph (Rebull+, 2018)
#Table	J_AJ_155_196_table1:
#Name: J/AJ/155/196/table1
#Title: Periods and supporting data for USco and {rho} Oph members with K2 light curves
#Column	EPIC	(I9)	[202499459/210282557] Ecliptic Plane Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[4.57/19.1]? Apparent V band Vega magnitude	[ucd=phot.mag;em.opt.V]
#Column	Ksmag	(F5.2)	[2.24/16.75]? Apparent K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	(V-Ks)u	(F5.2)	[-0.41/18.3]? The (V-K_s_) color used (1)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	E(V-Ks)	(F5.2)	[0/36.36]? Adopted (V-K_s_) color excess (see Section 2.4)	[ucd=phot.color.excess]
#Column	Ksmag0	(F5.2)	[2.1/16.66]? Dereddened K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	Per1	(F7.4)	[0.0476/38.3933]? Primary period (taken to be the rotation period, see text)	[ucd=time.period]
#Column	Per2	(F7.4)	[0.0458/23.9255]? Secondary period	[ucd=time.period]
#Column	Per3	(F7.4)	[0.045/12.9722]? Tertiary period	[ucd=time.period]
#Column	Per4	(F7.4)	[0.0452/18.3921]? Quaternary period	[ucd=time.period]
#Column	Disk	(a5)	IR excess (disk) is present? (maybe, yes or no)	[ucd=meta.code]
#Column	SimbadName	(A14)	Simbad column added by the CDS	[ucd=meta.id]
EPIC	RAJ2000	DEJ2000	Vmag	Ksmag	(V-Ks)u	E(V-Ks)	Ksmag0	Per1	Per2	Per3	Per4	Disk	SimbadName
203685514	16 16 20.72	-25 17 30.2	     	11.19	 6.11	 0.95	11.07	 1.2673	       	       	       	no   	EPIC 203685514
202842502	16 16 21.91	-28 09 50.4	 9.12	 7.93	 1.19	 0.70	 7.84	       	       	       	       	no   	EPIC 202842502
203750949	16 16 22.94	-25 03 46.7	 8.40	 7.23	 1.17	 1.00	 7.10	 0.6321	 1.2198	       	       	no   	
202872570	16 16 23.52	-28 03 24.1	     	11.31	 6.05	 2.12	11.04	       	       	       	       	no   	
203568037	16 16 24.38	-25 41 54.1	     	10.38	 7.19	 1.17	10.23	 1.1992	 0.4360	 0.8086	       	no   	
203771564	16 16 25.17	-24 59 19.4	 7.94	 7.03	 0.91	 1.17	 6.87	 0.4121	 0.4216	       	       	no   	EPIC 203771564
203414491	16 16 30.23	-26 13 05.7	     	 8.53	 4.65	 1.02	 8.40	       	       	       	       	no   	
203710387	16 16 30.66	-25 12 20.4	     	11.91	 6.55	 0.85	11.80	 2.5441	       	       	       	no   	EPIC 203710387
203747290	16 16 31.00	-25 04 34.8	     	11.24	 6.25	 1.01	11.11	 0.5784	       	       	       	no   	
204499729	16 16 32.26	-22 05 20.1	     	12.71	 6.60	 0.69	12.62	 1.5116	 1.9907	       	       	yes  	EPIC 204499729
203416475	16 16 33.06	-26 12 40.7	     	11.82	 6.31	 0.32	11.78	13.6490	       	       	       	no   	
204153041	16 16 33.42	-23 27 21.4	     	11.34	 6.28	 0.56	11.27	 0.7567	 0.4818	       	       	no   	EPIC 204153041
203664569	16 16 33.43	-25 21 50.8	     	10.13	 4.91	 1.05	 9.99	13.0015	       	       	       	yes  	EPIC 203664569
203516237	16 16 33.44	-25 52 36.9	     	 9.62	 4.96	 0.27	 9.58	 4.8830	       	       	       	no   	
204206497	16 16 40.36	-23 14 48.4	     	 9.82	 5.22	 0.28	 9.78	 5.9260	       	       	       	no   	
203679848	16 16 41.35	-25 18 39.7	     	11.04	 6.86	 0.92	10.92	 0.4985	 0.4422	       	       	no   	EPIC 203679848
204202811	16 16 41.62	-23 15 39.2	     	11.04	 5.54	 0.00	11.04	 1.2501	       	       	       	no   	EPIC 204202811
203587408	16 16 42.97	-25 37 54.9	     	10.05	 5.92	 0.59	 9.98	 3.1403	       	       	       	no   	
203703588	16 16 44.25	-25 13 45.3	 8.87	 7.72	 1.15	 0.67	 7.63	 0.1485	 0.2682	 0.5471	 0.0627	no   	EPIC 203703588
203479994	16 16 45.10	-25 59 57.7	     	 8.56	 4.14	 0.29	 8.52	 0.7768	       	       	       	no   	
204126288	16 16 45.38	-23 33 41.6	     	12.82	 6.58	 0.51	12.75	 0.2112	       	       	       	no   	EPIC 204126288
203337814	16 16 47.54	-26 28 18.1	     	11.69	 5.97	 0.70	11.59	 0.7810	       	       	       	no   	EPIC 203337814
203855509	16 16 47.93	-24 40 28.4	     	10.26	 6.18	 0.77	10.16	 4.5193	 0.3850	 0.4276	       	no   	
203627083	16 16 48.72	-25 29 40.4	     	11.50	 6.93	 1.13	11.35	 0.8799	 1.2371	       	       	no   	
203520293	16 16 50.62	-25 51 46.7	 8.30	 7.10	 1.20	 0.73	 7.00	 1.6785	       	       	       	no   	EPIC 203520293
203884472	16 16 51.30	-24 33 27.7	10.08	 7.65	 2.43	 0.81	 7.55	 1.3796	       	       	       	no   	EPIC 203884472
204241221	16 16 53.37	-23 06 37.7	 8.68	 7.34	 1.34	 0.71	 7.25	 0.5278	       	       	       	no   	EPIC 204241221
203768482	16 16 54.29	-24 59 59.2	     	10.83	 6.20	 0.88	10.72	 2.5824	 1.6283	       	       	no   	EPIC 203768482
204611596	16 16 54.57	-21 37 15.4	10.19	 8.38	 1.81	 0.32	 8.34	       	       	       	       	no   	EPIC 204611596
203844508	16 16 56.03	-24 43 05.2	     	11.37	 6.86	 1.24	11.21	 2.1352	       	       	       	no   	
204144407	16 16 56.10	-23 29 25.2	     	 9.02	 4.69	 0.57	 8.95	 3.9926	       	       	       	no   	
203527618	16 16 58.00	-25 50 16.6	     	11.41	 6.40	 1.00	11.28	 3.1465	       	       	       	no   	EPIC 203527618
204543498	16 16 59.82	-21 54 27.5	     	10.64	 5.42	 0.18	10.62	 1.9397	       	       	       	no   	
204414610	16 17 06.06	-22 25 41.6	     	11.24	 5.86	 0.21	11.21	 3.6567	 0.3393	       	       	no   	EPIC 204414610
204303402	16 17 13.79	-22 51 58.6	     	10.86	 5.73	 0.22	10.83	 1.5714	       	       	       	no   	
204150518	16 17 16.48	-23 27 57.3	     	10.24	 5.68	 0.76	10.14	 5.1763	       	       	       	no   	
203868608	16 17 18.97	-24 37 18.8	     	10.76	 7.08	 1.17	10.61	 5.6382	 1.1066	       	       	no   	EPIC 203868608
204099505	16 17 21.17	-23 40 08.7	     	11.59	 6.41	 0.77	11.49	 2.0337	       	       	       	no   	
204162886	16 17 21.61	-23 25 00.6	     	10.80	 5.52	 0.25	10.77	 6.7457	       	       	       	no   	
203452629	16 17 23.25	-26 05 25.0	     	10.81	 6.61	 0.64	10.73	 3.7607	       	       	       	no   	
203465939	16 17 24.53	-26 02 43.6	     	11.24	 6.40	 1.71	11.02	 3.4351	       	       	       	maybe	
203809634	16 17 26.14	-24 50 59.4	     	 9.85	 6.02	 0.83	 9.75	 2.9647	 1.2365	       	       	no   	
203696274	16 17 26.58	-25 15 16.5	     	10.39	 6.73	 1.38	10.21	 0.7470	       	       	       	no   	
203934572	16 17 27.69	-24 21 02.9	     	10.30	 6.37	 0.87	10.18	 1.1111	       	       	       	no   	
203809317	16 17 29.94	-24 51 03.2	     	 9.79	 5.71	 1.16	 9.64	 6.4557	 2.3893	       	       	no   	EPIC 203809317
203863067	16 17 30.31	-24 38 39.2	     	 9.73	 5.38	 0.47	 9.67	 6.0633	       	       	       	no   	
203494280	16 17 31.71	-25 57 04.5	     	10.53	 5.05	 0.90	10.41	       	       	       	       	no   	
203495623	16 17 32.14	-25 56 48.2	     	10.78	 5.68	 0.69	10.69	       	       	       	       	no   	
203910995	16 17 32.21	-24 27 00.3	     	10.49	 6.43	 0.96	10.37	 1.4704	 1.9750	       	       	no   	
203565563	16 17 33.98	-25 42 26.0	     	10.42	 4.79	 0.01	10.42	10.2124	       	       	       	no   	
203925874	16 17 34.56	-24 23 16.4	     	11.57	 6.26	 0.85	11.46	 6.6099	       	       	       	no   	
203788453	16 17 37.22	-24 55 36.4	     	10.42	 5.02	 0.51	10.35	 5.0061	       	       	       	no   	
203563208	16 17 38.94	-25 42 55.6	     	10.55	 6.60	 0.91	10.44	 0.4307	 0.5757	       	       	maybe	
203789628	16 17 46.96	-24 55 21.1	     	10.47	 6.78	 1.17	10.32	 1.2829	       	       	       	no   	
203789325	16 17 47.68	-24 55 25.1	     	11.74	 6.88	 1.14	11.59	 2.0229	 1.2828	       	       	yes  	EPIC 203789325
203098364	16 17 53.82	-27 15 54.6	     	11.17	 4.84	 0.22	11.14	 3.6979	       	       	       	no   	
203842482	16 17 54.81	-24 43 33.6	10.31	 7.80	 2.51	 1.27	 7.64	 1.1862	       	       	       	no   	EPIC 203842482
203119637	16 17 55.01	-27 11 30.4	     	 9.90	 4.33	 0.11	 9.89	 6.2874	       	       	       	maybe	
202632400	16 17 56.07	-28 56 40.1	     	11.97	 6.07	 0.00	11.97	 1.3723	       	       	       	no   	EPIC 202632400
203511488	16 17 59.83	-25 53 35.0	     	11.13	 5.03	 0.30	11.09	       	       	       	       	no   	
205596184	16 18 03.05	-16 30 15.2	     	11.69	 5.93	 0.70	11.60	 2.0951	       	       	       	no   	
203542463	16 18 08.68	-25 47 12.8	     	12.14	 8.43	 2.15	11.86	 1.5633	       	       	       	yes  	EPIC 203542463
202910245	16 18 09.10	-27 55 19.8	     	11.40	 6.27	 0.24	11.37	 0.5882	       	       	       	no   	EPIC 202910245
203097006	16 18 09.91	-27 16 11.8	     	10.19	 5.60	 0.48	10.13	19.5046	       	       	       	maybe	
202569086	16 18 11.07	-29 11 12.6	10.46	 8.38	 2.08	 0.95	 8.26	 1.1432	       	       	       	no   	EPIC 202569086
202876718	16 18 16.16	-28 02 30.1	 7.06	 7.04	 0.02	 0.70	 6.95	       	       	       	       	yes  	EPIC 202876718
203385048	16 18 16.17	-26 19 08.3	     	10.94	 7.28	 1.83	10.70	 1.0777	 1.3248	       	       	yes  	EPIC 203385048
205272194	16 18 37.58	-18 31 06.7	     	11.13	 6.69	 0.49	11.07	 0.3751	 0.4368	       	       	no   	
205267399	16 18 41.87	-18 32 40.1	     	10.08	 5.70	 0.18	10.06	 0.3311	 0.3344	       	       	no   	EPIC 205267399
205264786	16 18 42.08	-18 33 29.3	     	 9.93	 4.72	 0.00	 9.93	 5.3646	       	       	       	no   	
203004488	16 18 44.30	-27 35 30.6	     	12.24	 6.94	 1.09	12.10	 1.4538	       	       	       	no   	
204862767	16 18 44.84	-20 31 27.9	     	10.41	 5.92	 0.40	10.36	 1.0482	       	       	       	no   	
204608015	16 19 02.14	-21 38 09.9	     	10.40	 5.51	 0.70	10.31	 8.8518	       	       	       	no   	
202552141	16 19 16.09	-29 15 12.6	     	10.44	 5.27	 0.04	10.43	 1.8206	       	       	       	no   	
205004288	16 19 19.52	-19 51 58.7	     	12.28	 6.70	 1.83	12.05	       	       	       	       	no   	
204435866	16 19 23.92	-22 20 41.5	     	11.90	 6.69	 0.70	11.81	 1.3980	       	       	       	yes  	
204662993	16 19 29.24	-21 24 13.2	 9.11	 7.80	 1.31	 0.32	 7.76	 1.6944	       	       	       	yes  	EPIC 204662993
204402572	16 19 33.95	-22 28 29.3	11.31	 8.51	 2.80	 0.48	 8.45	 4.0273	       	       	       	no   	EPIC 204402572
205008727	16 19 35.70	-19 50 42.6	     	10.75	 9.25	 1.65	10.54	       	       	       	       	yes  	EPIC 205008727
204454456	16 19 43.08	-22 16 17.8	     	11.30	 5.70	 0.27	11.26	 3.1811	       	       	       	no   	
204569229	16 19 45.38	-21 47 57.7	     	 9.08	 4.38	 0.16	 9.06	22.9226	 1.2634	       	       	no   	EPIC 204569229
204508462	16 19 47.10	-22 03 11.4	     	10.55	 5.89	 0.36	10.50	 1.5753	       	       	       	yes  	EPIC 204508462
204468718	16 19 48.36	-22 12 52.1	     	10.32	 5.07	 0.38	10.27	15.1305	       	       	       	no   	
204418342	16 19 48.77	-22 24 47.6	     	10.83	 5.98	 0.00	10.83	 0.4761	 0.6337	       	       	no   	
204598458	16 19 48.84	-21 40 36.2	     	10.81	 5.44	 0.32	10.77	 1.5429	       	       	       	no   	
204542962	16 19 50.68	-21 54 35.4	12.36	 8.20	 4.16	 0.19	 8.18	 1.2719	       	       	       	no   	EPIC 204542962
204260042	16 19 50.91	-23 02 08.2	     	12.14	 6.39	 0.32	12.10	 1.3344	       	       	       	maybe	
204347422	16 19 51.40	-22 41 26.9	     	12.18	 7.32	 0.70	12.09	 6.8541	       	       	       	yes  	EPIC 204347422
204168477	16 19 51.85	-23 23 41.0	     	10.79	 6.56	 0.64	10.71	 0.7376	 0.5238	       	       	no   	
204364130	16 19 54.96	-22 37 32.5	     	11.46	 6.92	 0.57	11.39	 1.2696	       	       	       	no   	
204966512	16 20 03.98	-20 02 41.5	 8.06	 7.09	 0.97	 0.93	 6.97	       	       	       	       	maybe	EPIC 204966512
204964091	16 20 05.49	-20 03 23.0	 7.40	 6.68	 0.72	 0.84	 6.57	 3.9214	       	       	       	yes  	EPIC 204964091
204469637	16 20 06.14	-22 12 38.8	     	10.65	 5.52	 0.32	10.61	 4.9174	       	       	       	yes  	EPIC 204469637
204321959	16 20 06.85	-22 47 32.2	     	10.79	 6.15	 0.40	10.74	 0.7811	       	       	       	no   	
205403104	16 20 07.59	-17 47 59.4	     	 8.72	 3.40	 0.33	 8.68	 2.7512	       	       	       	no   	
205399487	16 20 08.56	-17 49 18.4	11.32	 8.23	 3.09	 0.64	 8.15	       	       	       	       	no   	EPIC 205399487
204932248	16 20 08.97	-20 12 22.5	     	10.62	 6.51	 0.77	10.52	 3.7208	       	       	       	maybe	
203583386	16 20 15.03	-25 38 44.3	 9.10	 7.67	 1.43	 1.39	 7.49	       	       	       	       	no   	EPIC 203583386
204956337	16 20 21.62	-20 05 35.1	     	10.96	 6.45	 0.88	10.85	 7.7648	       	       	       	no   	
204408707	16 20 22.91	-22 27 04.3	     	10.18	 5.48	 0.56	10.11	 3.2942	       	       	       	yes  	EPIC 204408707
204559599	16 20 24.97	-21 50 24.1	     	 9.88	 4.87	 0.37	 9.83	 5.6604	       	       	       	no   	
204287798	16 20 26.08	-22 55 43.1	     	11.84	 7.13	 0.76	11.74	 0.9748	       	       	       	no   	
204655550	16 20 27.24	-21 26 06.8	     	 9.19	 4.45	 0.25	 9.16	 4.0268	 6.0824	       	       	no   	EPIC 204655550
204638251	16 20 28.13	-21 30 32.5	 8.57	 7.50	 1.07	 0.54	 7.43	 3.6071	       	       	       	no   	EPIC 204638251
205516967	16 20 28.25	-17 03 51.0	     	 8.96	 3.76	 0.70	 8.87	 4.5187	       	       	       	no   	
203848625	16 20 28.63	-24 42 08.8	     	 9.69	 5.80	 1.94	 9.44	 7.9926	       	       	       	yes  	
204951022	16 20 30.25	-20 07 03.7	 7.56	 6.23	 1.33	 1.45	 6.04	       	       	       	       	no   	
204951731	16 20 30.56	-20 06 51.9	 8.41	 7.09	 1.32	 0.78	 6.99	       	       	       	       	no   	EPIC 204951731
204615541	16 20 31.17	-21 36 15.3	     	10.59	 5.55	 0.32	10.55	 2.4707	       	       	       	no   	
204279000	16 20 32.44	-22 57 45.6	     	 9.77	 5.90	 1.18	 9.62	 4.3950	       	       	       	no   	
204666965	16 20 36.40	-21 23 12.3	     	10.02	 5.86	 0.21	 9.99	13.3557	 0.4891	       	       	no   	
203869829	16 20 38.48	-24 37 01.5	     	 9.60	 5.36	 1.05	 9.47	10.7140	       	       	       	maybe	
203478236	16 20 40.39	-26 00 18.2	     	11.51	 6.63	 0.82	11.40	 1.7358	       	       	       	no   	
203891936	16 20 44.68	-24 31 38.3	     	 8.53	 3.89	 0.00	 8.53	 0.4691	 0.5776	       	       	no   	
204372172	16 20 50.23	-22 35 38.7	 9.03	 7.78	 1.24	 0.79	 7.68	 0.1234	 0.0458	       	       	yes  	EPIC 204372172
204296346	16 20 50.95	-22 53 40.0	     	 9.80	 5.34	 0.31	 9.76	 8.2662	       	       	       	no   	
204907137	16 20 53.00	-20 19 20.2	     	 9.96	 4.99	 0.88	 9.85	       	       	       	       	no   	
205211404	16 21 02.88	-18 50 22.1	     	 8.98	 3.64	 0.70	 8.89	 5.5216	       	       	       	no   	
203636498	16 21 05.09	-25 27 42.6	     	10.94	 6.34	 0.35	10.90	 0.7794	       	       	       	no   	EPIC 203636498
203598787	16 21 09.84	-25 35 33.0	 8.26	 7.18	 1.08	 0.98	 7.06	 0.8637	       	       	       	     	EPIC 203598787
203540227	16 21 10.26	-25 47 41.3	     	10.81	 5.82	 0.85	10.70	 3.7888	       	       	       	no   	
203425996	16 21 14.32	-26 10 46.4	     	11.02	 6.84	 1.19	10.87	 5.2152	       	       	       	no   	
203625455	16 21 14.92	-25 30 01.2	     	11.35	 6.89	 0.73	11.26	 1.0829	       	       	       	no   	
203542353	16 21 15.23	-25 47 13.9	     	10.01	 7.07	 1.17	 9.86	       	       	       	       	no   	
204353205	16 21 15.83	-22 40 04.7	     	 9.75	 5.11	 0.95	 9.63	 6.0327	       	       	       	no   	
204346718	16 21 16.80	-22 41 36.8	     	12.23	 7.36	 1.09	12.09	 0.6431	       	       	       	no   	EPIC 204346718
204290918	16 21 18.47	-22 54 58.1	     	10.15	 7.45	 2.12	 9.88	 2.5359	       	       	       	yes  	EPIC 204290918
203915538	16 21 19.20	-24 25 52.5	     	10.67	 8.23	 3.23	10.26	 1.3190	       	       	       	maybe	EPIC 203915538
204494885	16 21 21.14	-22 06 32.2	 8.59	 7.37	 1.22	 0.98	 7.25	 0.9770	 4.6979	       	       	no   	EPIC 204494885
203914036	16 21 24.88	-24 26 14.6	     	11.42	 8.25	 2.85	11.05	 2.2794	       	       	       	maybe	EPIC 203914036
203338523	16 21 27.97	-26 28 10.2	     	11.88	 7.08	 0.64	11.80	       	       	       	       	no   	EPIC 203338523
204217770	16 21 28.45	-23 12 11.1	13.79	 8.74	 5.05	 0.97	 8.61	 2.9264	       	       	       	no   	EPIC 204217770
203626828	16 21 29.53	-25 29 43.4	     	10.19	 5.25	 0.78	10.09	 2.0554	       	       	       	no   	
204644117	16 21 29.61	-21 29 03.9	     	11.23	 6.34	 0.16	11.20	 0.5736	       	       	       	no   	
203526802	16 21 33.08	-25 50 26.8	     	11.08	 5.36	 0.35	11.04	       	       	       	       	no   	
204260890	16 21 33.97	-23 01 55.9	13.95	 9.23	 4.72	 0.37	 9.18	       	       	       	       	maybe	EPIC 204260890
203417549	16 21 34.70	-26 12 26.9	     	 8.86	 4.50	 1.80	 8.63	 3.3560	       	       	       	yes  	EPIC 203417549
205471638	16 21 36.58	-17 22 04.6	11.31	 8.19	 3.12	 0.70	 8.10	       	       	       	       	no   	EPIC 205471638
204280039	16 21 37.98	-22 57 30.9	     	12.42	 7.45	 2.11	12.15	       	       	       	       	no   	
202873945	16 21 39.90	-28 03 06.9	     	11.24	 7.38	 1.21	11.09	 0.6258	       	       	       	maybe	EPIC 202873945
204589989	16 21 40.58	-21 42 44.0	     	 8.82	 3.23	 0.70	 8.73	       	       	       	       	no   	
204471912	16 21 41.26	-22 12 05.7	     	 9.94	 5.91	 0.35	 9.90	 0.7562	 0.8027	       	       	no   	
204211116	16 21 41.98	-23 13 43.5	     	10.96	 7.92	 2.02	10.70	 2.1605	       	       	       	yes  	EPIC 204211116
203495721	16 21 47.92	-25 56 47.1	 9.37	 8.03	 1.34	 0.27	 7.99	 1.8446	 0.8394	       	       	no   	EPIC 203495721
203685806	16 21 48.51	-25 17 26.7	     	 9.97	 4.86	 0.37	 9.93	 3.7758	       	       	       	no   	
204862760	16 21 53.09	-20 31 27.7	     	 8.47	 6.10	 0.95	 8.35	       	       	       	       	     	
204819556	16 21 54.66	-20 43 09.1	     	 9.15	 3.25	 0.00	 9.15	 7.5769	       	       	       	no   	EPIC 204819556
203001378	16 21 54.79	-27 36 10.4	     	11.47	 6.20	 0.76	11.37	 2.9554	       	       	       	no   	
204552994	16 21 55.06	-21 52 04.6	     	10.40	 5.89	 0.36	10.36	 2.3580	       	       	       	no   	
204244466	16 21 56.76	-23 05 50.6	     	10.19	 4.81	 0.59	10.11	       	       	       	       	no   	
203899877	16 21 57.68	-24 29 43.5	10.27	 7.59	 2.68	 2.52	 7.26	       	       	       	       	yes  	EPIC 203899877
203143409	16 21 59.75	-27 06 36.9	     	11.26	 5.65	 0.70	11.17	 2.0651	       	       	       	no   	EPIC 203143409
204329690	16 22 01.93	-22 45 41.2	     	10.88	 7.53	 2.46	10.57	 2.1541	       	       	       	yes  	EPIC 204329690
204671953	16 22 05.87	-21 21 55.6	     	 9.96	 4.87	 0.40	 9.91	 3.4054	       	       	       	no   	
204651589	16 22 06.56	-21 27 09.1	     	10.13	 5.76	 0.37	10.08	 6.8100	       	       	       	no   	
202552587	16 22 08.59	-29 15 06.4	     	 9.65	 4.56	 0.06	 9.64	 1.5307	       	       	       	no   	
204598375	16 22 08.94	-21 40 37.3	     	10.60	 5.53	 0.28	10.56	 4.1287	       	       	       	no   	
205000676	16 22 09.60	-19 53 00.9	     	 8.90	 6.37	 1.65	 8.68	 6.3729	       	       	       	yes  	EPIC 205000676
204603511	16 22 10.05	-21 39 17.3	 8.65	 7.65	 1.00	 0.59	 7.58	 0.1581	 0.1990	 0.1358	       	yes  	EPIC 204603511
203939508	16 22 12.00	-24 19 49.3	     	 9.79	 4.26	 1.85	 9.55	       	       	       	       	no   	
202800875	16 22 13.14	-28 18 58.5	     	 9.10	 4.14	 0.23	 9.07	 0.7467	 0.6730	       	       	no   	
204810161	16 22 14.80	-20 45 40.0	     	11.23	 6.33	 0.31	11.19	 1.6579	 1.5853	       	       	yes  	EPIC 204810161
204176565	16 22 18.53	-23 21 48.2	12.67	 8.11	 4.56	 2.73	 7.76	 5.0194	       	       	       	yes  	EPIC 204176565
203931628	16 22 19.91	-24 21 48.1	 9.36	 7.10	 2.26	 1.54	 6.90	 0.0491	 0.0540	 0.0450	       	no   	EPIC 203931628
202949156	16 22 20.91	-27 47 09.8	     	 9.47	 4.96	 0.15	 9.45	 6.9002	       	       	       	no   	
202791563	16 22 21.03	-28 21 00.6	     	11.39	 5.82	 0.70	11.30	 1.2030	 0.8679	       	       	no   	EPIC 202791563
204449274	16 22 21.59	-22 17 30.9	     	12.62	 6.60	 0.52	12.55	 1.5494	 1.2709	       	       	yes  	EPIC 204449274
203517602	16 22 22.30	-25 52 20.2	     	 9.44	 6.00	 1.01	 9.31	 1.1400	 0.7773	       	       	no   	EPIC 203517602
202800046	16 22 29.47	-28 19 09.1	     	12.34	 6.89	 1.80	12.11	15.9977	       	       	       	no   	
204374147	16 22 34.21	-22 35 12.3	     	 8.54	 5.46	 0.87	 8.43	 0.6245	 0.4914	12.9722	       	no   	EPIC 204374147
204321142	16 22 35.29	-22 47 43.3	     	10.52	 7.09	 2.21	10.23	 0.4763	       	       	       	no   	
204683246	16 22 35.99	-21 19 01.3	     	 9.86	 5.00	 0.70	 9.77	 8.9040	       	       	       	no   	
203927020	16 22 36.72	-24 22 58.6	 8.62	 7.16	 1.46	 1.42	 6.97	       	       	       	       	no   	EPIC 203927020
205204368	16 22 43.53	-18 52 36.0	     	10.61	 5.38	 0.70	10.52	 2.8365	       	       	       	maybe	
205007401	16 22 43.85	-19 51 05.9	     	11.16	 9.14	 1.62	10.95	 1.3815	       	       	       	maybe	EPIC 205007401
205108784	16 22 44.04	-19 21 39.3	     	11.78	 6.15	 1.33	11.60	       	       	       	       	no   	
204591415	16 22 44.06	-21 42 22.4	     	 9.85	 5.78	 0.66	 9.76	14.1330	 1.4267	       	       	no   	
202908892	16 22 51.57	-27 55 37.4	     	10.18	 5.22	 0.20	10.15	 2.0808	 2.7263	       	       	no   	
204608050	16 22 54.77	-21 38 09.5	     	10.07	 5.25	 0.57	 9.99	 2.0367	       	       	       	no   	
204236173	16 22 57.91	-23 07 50.3	     	 8.51	 4.87	 0.78	 8.41	       	       	       	       	no   	
203390179	16 23 00.63	-26 18 06.6	     	 8.94	 3.51	 0.93	 8.82	 1.3921	       	       	       	no   	
204611501	16 23 01.09	-21 37 17.2	     	11.55	 6.03	 0.70	11.46	 2.4445	       	       	       	no   	
202772489	16 23 01.19	-28 25 11.4	     	 9.34	 4.71	 0.34	 9.29	       	       	       	       	no   	
202891090	16 23 04.73	-27 59 25.4	     	 9.56	 4.47	 0.30	 9.52	 2.6643	       	       	       	no   	
204683343	16 23 04.73	-21 18 59.6	     	12.16	 6.81	 0.66	12.08	 0.4643	       	       	       	no   	
202802744	16 23 05.03	-28 18 33.6	     	 9.54	 4.09	 0.70	 9.45	       	       	       	       	no   	
203112557	16 23 07.58	-27 12 57.7	     	 9.74	 5.00	 0.31	 9.70	 7.8107	       	       	       	no   	
204264833	16 23 07.78	-23 00 59.5	11.95	 8.18	 3.77	 0.42	 8.13	 4.0827	       	       	       	maybe	EPIC 204264833
203950167	16 23 09.22	-24 17 05.0	     	 8.07	 7.57	 3.27	 7.65	       	       	       	       	yes  	EPIC 203950167
204524752	16 23 17.40	-21 59 07.1	     	10.16	 6.03	 0.30	10.12	 2.9538	       	       	       	no   	
202906224	16 23 17.61	-27 56 10.9	     	11.69	 6.61	 0.73	11.59	 0.7152	 6.4585	       	       	no   	EPIC 202906224
203394211	16 23 21.87	-26 17 16.0	12.96	 9.22	 3.74	 0.70	 9.13	       	       	       	       	no   	EPIC 203394211
204656724	16 23 22.08	-21 25 48.9	     	 9.73	 4.57	 0.10	 9.72	 4.2195	       	       	       	no   	
202958460	16 23 22.85	-27 45 11.5	     	 9.46	 3.39	 0.70	 9.37	       	       	       	       	no   	
203369479	16 23 22.93	-26 22 16.3	 9.61	 7.91	 1.69	 0.20	 7.89	       	       	       	       	no   	
205483258	16 23 24.52	-17 17 27.3	     	 9.65	 4.98	 0.48	 9.59	 5.6670	       	       	       	no   	EPIC 205483258
