Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Data products (ascii),Data products (csv)
GJ1247,19:58:32.9841,-54:56:12.809,K3+V,4746.9,9.59,8.54,8.195,23.63,GJ1247_harps_all-data_v1.dat,GJ1247_harps_all-data_v1.csv
GJ1248,20:03:50.9967,+05:59:44.238,M2.5Ve,,13.7,,11.118,13.26,GJ1248_harps_all-data_v1.dat,GJ1248_harps_all-data_v1.csv
GJ1256,20:40:33.8629,+15:29:58.728,M4.5V,,15.13,13.41,11.845,9.53,GJ1256_harps_all-data_v1.dat,GJ1256_harps_all-data_v1.csv
GJ1265,22:13:42.8628,-17:41:08.676,M5,,15.32,13.672,12.081,10.26,GJ1265_harps_all-data_v1.dat,GJ1265_harps_all-data_v1.csv
GJ126,03:11:15.3682,-46:31:03.456,M1V,,12.92,11.599,10.794,25.12,GJ126_harps_all-data_v1.dat,GJ126_harps_all-data_v1.csv
GJ1279,23:09:40.9509,-67:43:58.161,K6V,,9.59,8.39,7.825,14.84,GJ1279_harps_all-data_v1.dat,GJ1279_harps_all-data_v1.csv
GJ1280,23:10:20.5696,-68:50:20.024,K3+Vk:,,9.8,8.78,8.368,21.05,GJ1280_harps_all-data_v1.dat,GJ1280_harps_all-data_v1.csv
GJ1282,23:16:57.6873,-62:00:04.318,F6V,6296.0,6.146,5.647,5.502000000000001,20.46,GJ1282_harps_all-data_v1.dat,GJ1282_harps_all-data_v1.csv
GJ128,03:12:46.4369,-01:11:45.949,F8.5V,6071.0,5.631,5.07,4.885,22.54,GJ128_harps_all-data_v1.dat,GJ128_harps_all-data_v1.csv
GJ12,00:15:49.2423,+13:33:22.318,M4V,,14.0,12.6,11.395999999999999,12.21,GJ12_harps_all-data_v1.dat,GJ12_harps_all-data_v1.csv
GJ131,03:14:44.6243,-26:26:46.495,K5.5Vk:,4329.9,10.387,9.141,8.651,18.67,GJ131_harps_all-data_v1.dat,GJ131_harps_all-data_v1.csv
GJ132,03:15:06.3903,-45:39:53.360,G5VFe-1.2CH-1,5908.7,7.334,6.756,6.596,24.56,GJ132_harps_all-data_v1.dat,GJ132_harps_all-data_v1.csv
GJ135,03:19:01.8944,-02:50:35.492,G1.5V,,7.697,7.039,6.872000000000001,24.0,GJ135_harps_all-data_v1.dat,GJ135_harps_all-data_v1.csv
GJ136,03:17:46.1632,-62:34:31.154,G2.5VHdel1,,6.18,5.54,5.306,12.04,GJ136_harps_all-data_v1.dat,GJ136_harps_all-data_v1.csv
GJ138,03:18:12.8185,-62:30:22.917,G1V,,5.84,5.24,5.019,12.05,GJ138_harps_all-data_v1.dat,GJ138_harps_all-data_v1.csv
GJ143.1,03:29:19.7918,-11:40:42.124,M0V,,11.415,9.991,9.334,21.04,GJ143.1_harps_all-data_v1.dat,GJ143.1_harps_all-data_v1.csv
GJ143,03:26:59.2228,-63:29:56.761,K4.5V,,9.302,8.142999999999999,7.678999999999999,16.33,GJ143_harps_all-data_v1.dat,GJ143_harps_all-data_v1.csv
GJ146,03:35:00.9398,-48:25:08.906,K5/M0V,,9.89,8.57,8.019,13.6,GJ146_harps_all-data_v1.dat,GJ146_harps_all-data_v1.csv
GJ149,03:42:44.6762,-24:27:58.770,K4.5V,,10.33,9.192,8.772,26.04,GJ149_harps_all-data_v1.dat,GJ149_harps_all-data_v1.csv
GJ150.0,03:43:14.9008,-09:45:48.208,K0+IV,,4.46,3.54,3.135,9.07,GJ150.0_harps_all-data_v1.dat,GJ150.0_harps_all-data_v1.csv
GJ159,04:02:36.7451,-00:16:08.118,F7V,,5.88,5.38,5.23,18.77,GJ159_harps_all-data_v1.dat,GJ159_harps_all-data_v1.csv
GJ162.2,04:08:35.7179,-59:31:36.550,K5.5Vk:,4376.7,10.91,9.72,9.231,27.33,GJ162.2_harps_all-data_v1.dat,GJ162.2_harps_all-data_v1.csv
GJ163,04:09:15.6684,-53:22:25.289,M3.5,,13.302,11.811,10.677,15.14,GJ163_harps_all-data_v1.dat,GJ163_harps_all-data_v1.csv
GJ166C,04:15:21.5389,-07:39:20.718,M4.5V,,12.85,11.17,9.761000000000001,5.01,GJ166C_harps_all-data_v1.dat,GJ166C_harps_all-data_v1.csv
GJ167.2,04:17:09.0742,-26:02:48.745,M1,,13.14,11.77,11.011,35.22,GJ167.2_harps_all-data_v1.dat,GJ167.2_harps_all-data_v1.csv
GJ16,00:18:16.5899,+10:12:10.038,M1V,3860.0,12.39,10.864,10.001,16.78,GJ16_harps_all-data_v1.dat,GJ16_harps_all-data_v1.csv
GJ173,04:37:41.8658,-11:02:19.970,M1V,,11.838,10.331,9.402000000000001,11.21,GJ173_harps_all-data_v1.dat,GJ173_harps_all-data_v1.csv
GJ177.1,04:48:36.3850,-05:40:26.554,G2IV,,6.4,5.77,5.6,26.18,GJ177.1_harps_all-data_v1.dat,GJ177.1_harps_all-data_v1.csv
GJ177,04:47:36.2917,-16:56:04.041,G2.5IV-V,5867.0,6.14,5.5,5.292999999999999,13.24,GJ177_harps_all-data_v1.dat,GJ177_harps_all-data_v1.csv
GJ178,04:49:50.4109,+06:57:40.588,F6V,,3.63,3.19,2.965,8.04,GJ178_harps_all-data_v1.dat,GJ178_harps_all-data_v1.csv
GJ179,04:52:05.7323,+06:28:35.589,M2V,,13.568,12.017999999999999,10.705,12.36,GJ179_harps_all-data_v1.dat,GJ179_harps_all-data_v1.csv
GJ17,00:20:04.2599,-64:52:29.254,F9.5V,,4.8,4.23,3.987,8.53,GJ17_harps_all-data_v1.dat,GJ17_harps_all-data_v1.csv
GJ18.0,00:24:25.9334,-27:01:36.382,K3V,,8.861,7.916,7.617000000000001,17.95,GJ18.0_harps_all-data_v1.dat,GJ18.0_harps_all-data_v1.csv
GJ180,04:53:49.9799,-17:46:24.309,M3V,,12.443,10.894,9.934,11.94,GJ180_harps_all-data_v1.dat,GJ180_harps_all-data_v1.csv
GJ182,04:59:34.8341,+01:47:00.672,M0Ve,3986.1,11.48,10.107000000000001,9.318999999999999,24.4,GJ182_harps_all-data_v1.dat,GJ182_harps_all-data_v1.csv
GJ183,05:00:48.9991,-05:45:13.220,K3+V,,7.27,6.21,5.869,8.85,GJ183_harps_all-data_v1.dat,GJ183_harps_all-data_v1.csv
GJ187,05:02:48.6863,-49:09:05.054,F5V,6560.7,5.796,5.372000000000001,5.247999999999999,26.17,GJ187_harps_all-data_v1.dat,GJ187_harps_all-data_v1.csv
GJ188,05:07:27.0060,+18:38:42.179,G4V,,5.65,,4.6819999999999995,15.89,GJ188_harps_all-data_v1.dat,GJ188_harps_all-data_v1.csv
GJ189.2,05:08:43.6984,-04:27:22.340,F5.5VkF4mF2,6410.0,5.546,5.119,4.949,25.12,GJ189.2_harps_all-data_v1.dat,GJ189.2_harps_all-data_v1.csv
GJ191,05:11:40.5893,-45:01:06.353,M1VIp,,10.433,8.853,8.062000000000001,3.93,GJ191_harps_all-data_v1.dat,GJ191_harps_all-data_v1.csv
GJ19,00:25:45.0703,-77:15:15.286,G0V,,3.41,2.79,2.5269999999999997,,GJ19_harps_all-data_v1.dat,GJ19_harps_all-data_v1.csv
GJ1,00:05:24.4278,-37:21:26.504,M2V,,10.022,8.562000000000001,7.682,4.35,GJ1_harps_all-data_v1.dat,GJ1_harps_all-data_v1.csv
GJ2001,00:12:50.2492,-57:54:45.395,K0V,5400.2,8.0,7.226,7.01,20.63,GJ2001_harps_all-data_v1.dat,GJ2001_harps_all-data_v1.csv
GJ2018,01:00:18.4899,-25:36:52.750,K4.5V,,11.04,9.86,9.545,36.24,GJ2018_harps_all-data_v1.dat,GJ2018_harps_all-data_v1.csv
GJ2030,03:23:17.7006,-07:47:38.751,G5/6V,4147.7,6.9,6.2,6.013,37.12,GJ2030_harps_all-data_v1.dat,GJ2030_harps_all-data_v1.csv
GJ2033,04:16:41.6739,-12:33:23.080,M1.5+V,3976.6,12.434000000000001,10.901,,21.36,GJ2033_harps_all-data_v1.dat,GJ2033_harps_all-data_v1.csv
GJ2037,04:55:41.9104,-28:33:50.084,K3.5Vk:,,9.207,8.122,7.761,18.23,GJ2037_harps_all-data_v1.dat,GJ2037_harps_all-data_v1.csv
GJ204.2,05:29:52.0221,-03:26:30.068,M3,,13.55,12.050999999999998,10.94,17.31,GJ204.2_harps_all-data_v1.dat,GJ204.2_harps_all-data_v1.csv
GJ2046,05:54:04.2409,-60:01:24.491,K2.5V,4893.0,8.097000000000001,7.147,6.843999999999999,12.94,GJ2046_harps_all-data_v1.dat,GJ2046_harps_all-data_v1.csv
GJ2049,06:21:53.8081,-22:43:24.070,M1Vk,,12.061,10.693,10.068,26.88,GJ2049_harps_all-data_v1.dat,GJ2049_harps_all-data_v1.csv
GJ204,05:28:26.0954,-03:29:58.396,K5V,,8.777000000000001,7.642,7.232,12.94,GJ204_harps_all-data_v1.dat,GJ204_harps_all-data_v1.csv
GJ2056,07:12:04.8089,-24:53:31.491,M0,4069.9,11.74,10.38,9.722999999999999,28.47,GJ2056_harps_all-data_v1.dat,GJ2056_harps_all-data_v1.csv
GJ2058,07:24:34.2541,-17:53:31.986,M0V:,4048.1,11.712,10.315,9.677,24.34,GJ2058_harps_all-data_v1.dat,GJ2058_harps_all-data_v1.csv
GJ205,05:31:27.3958,-03:40:38.021,M1.5Ve,,9.443,7.968,7.098,5.7,GJ205_harps_all-data_v1.dat,GJ205_harps_all-data_v1.csv
GJ2060,07:28:51.3714,-30:14:48.542,M1Ve,3952.6,11.376,9.974,9.059,15.69,GJ2060_harps_all-data_v1.dat,GJ2060_harps_all-data_v1.csv
GJ2066,08:16:07.9814,+01:18:09.267,M2.0V,,11.63,10.091000000000001,9.124,8.94,GJ2066_harps_all-data_v1.dat,GJ2066_harps_all-data_v1.csv
GJ2085,11:23:44.5739,+08:33:48.554,M0V,,12.677999999999999,11.185,10.325999999999999,20.15,GJ2085_harps_all-data_v1.dat,GJ2085_harps_all-data_v1.csv
GJ208,05:36:30.9904,+11:19:40.331,K6V,4105.0,10.276,8.898,8.208,11.44,GJ208_harps_all-data_v1.dat,GJ208_harps_all-data_v1.csv
GJ2119,16:12:52.5449,-47:06:32.477,M2,4112.8,12.14,11.12,10.412,36.96,GJ2119_harps_all-data_v1.dat,GJ2119_harps_all-data_v1.csv
GJ2126,17:09:26.6221,-35:23:28.781,M0V:,4290.5,11.92,10.68,10.15,38.17,GJ2126_harps_all-data_v1.dat,GJ2126_harps_all-data_v1.csv
GJ2127,17:15:57.5084,-44:14:39.414,K7,,11.36,10.28,9.682,29.24,GJ2127_harps_all-data_v1.dat,GJ2127_harps_all-data_v1.csv
GJ2128,17:16:40.9809,+08:03:30.204,M2.5Ve,,13.087,11.529000000000002,10.47,15.12,GJ2128_harps_all-data_v1.dat,GJ2128_harps_all-data_v1.csv
GJ2137,18:29:22.3031,-27:58:19.018,K(2)V,,10.58,9.39,8.932,27.23,GJ2137_harps_all-data_v1.dat,GJ2137_harps_all-data_v1.csv
GJ213,05:42:09.2672,+12:29:21.611,M4V,,13.13,11.509,10.099,5.79,GJ213_harps_all-data_v1.dat,GJ213_harps_all-data_v1.csv
GJ214,05:41:53.6864,-15:37:49.950,G8+VCN+1,,8.16,7.37,7.164,30.09,GJ214_harps_all-data_v1.dat,GJ214_harps_all-data_v1.csv
GJ218,05:47:40.5789,-36:19:42.834,M1.5,,12.194,10.735999999999999,9.833,14.5,GJ218_harps_all-data_v1.dat,GJ218_harps_all-data_v1.csv
GJ219.0,05:47:17.0876,-51:03:59.441,A6V,7099.5,4.03,3.86,3.725,19.75,GJ219.0_harps_all-data_v1.dat,GJ219.0_harps_all-data_v1.csv
GJ221,05:53:00.2845,-05:59:41.442,K7V/M0V,,11.040999999999999,9.693,9.107000000000001,20.28,GJ221_harps_all-data_v1.dat,GJ221_harps_all-data_v1.csv
GJ223.3,05:54:10.8134,-50:21:45.181,K1IV-V,,7.42,6.52,6.271,35.71,GJ223.3_harps_all-data_v1.dat,GJ223.3_harps_all-data_v1.csv
GJ224,05:56:03.4329,+13:55:29.695,G8,,7.252000000000001,6.6,6.443,27.51,GJ224_harps_all-data_v1.dat,GJ224_harps_all-data_v1.csv
GJ225.1,05:59:55.7937,-37:03:24.190,G5V,,9.23,8.61,8.452,53.19,GJ225.1_harps_all-data_v1.dat,GJ225.1_harps_all-data_v1.csv
GJ225,05:56:24.2930,-14:10:03.718,F2V,6559.7,4.05,3.72,3.551,14.51,GJ225_harps_all-data_v1.dat,GJ225_harps_all-data_v1.csv
GJ227,06:06:40.4779,+15:32:31.579,K0V,5306.0,7.565,,6.524,15.78,GJ227_harps_all-data_v1.dat,GJ227_harps_all-data_v1.csv
GJ230,06:13:12.5027,+10:37:37.713,G5V,,7.12,,6.261,18.65,GJ230_harps_all-data_v1.dat,GJ230_harps_all-data_v1.csv
GJ233,06:26:10.2539,+18:45:24.784,K2Ve,4786.1,7.74,,6.474,14.76,GJ233_harps_all-data_v1.dat,GJ233_harps_all-data_v1.csv
GJ234,06:29:23.3915,-02:48:48.803,M4.5V,,12.764000000000001,11.071,9.581,4.12,GJ234_harps_all-data_v1.dat,GJ234_harps_all-data_v1.csv
GJ236,06:32:08.8118,-27:01:58.171,M0,,12.74,11.404000000000002,10.732999999999999,30.09,GJ236_harps_all-data_v1.dat,GJ236_harps_all-data_v1.csv
GJ238,06:33:49.9717,-58:31:42.449,M2.5,,13.11,11.57,10.529000000000002,15.22,GJ238_harps_all-data_v1.dat,GJ238_harps_all-data_v1.csv
GJ243,06:44:51.9521,-27:20:29.998,G0VFe-0.8CH-0.5,,6.99,6.43,6.282,26.9,GJ243_harps_all-data_v1.dat,GJ243_harps_all-data_v1.csv
GJ245.1,06:45:22.9404,-31:47:37.132,F6.5V,,6.4,5.92,5.782,24.01,GJ245.1_harps_all-data_v1.dat,GJ245.1_harps_all-data_v1.csv
GJ250,06:52:18.0504,-05:10:25.366,K3.5V,,7.64,6.57,6.2170000000000005,8.75,GJ250_harps_all-data_v1.dat,GJ250_harps_all-data_v1.csv
GJ253,06:54:51.3411,-55:15:33.581,K0IV-V,5358.3,8.947000000000001,8.17,7.961,35.09,GJ253_harps_all-data_v1.dat,GJ253_harps_all-data_v1.csv
GJ260,06:59:59.6554,-61:20:10.249,G9V,,7.609,6.803,6.605,18.36,GJ260_harps_all-data_v1.dat,GJ260_harps_all-data_v1.csv
GJ268.2,07:13:07.0887,-63:20:41.813,K6Vk:,,10.347999999999999,9.079,8.567,19.62,GJ268.2_harps_all-data_v1.dat,GJ268.2_harps_all-data_v1.csv
GJ273,07:27:24.4997,+05:13:32.833,M3.5V,,11.443,9.872,8.594,3.0,GJ273_harps_all-data_v1.dat,GJ273_harps_all-data_v1.csv
GJ275,07:27:25.4644,-51:24:09.358,G6.5V,,7.428,6.7139999999999995,6.531000000000001,22.48,GJ275_harps_all-data_v1.dat,GJ275_harps_all-data_v1.csv
GJ279,07:34:03.1802,-22:17:45.838,F6IV-V,6170.0,4.94,4.39,4.234,25.99,GJ279_harps_all-data_v1.dat,GJ279_harps_all-data_v1.csv
GJ280,07:39:18.1195,+05:13:29.955,F5IV-V+DQZ,,0.79,0.37,,,GJ280_harps_all-data_v1.dat,GJ280_harps_all-data_v1.csv
GJ281,07:39:23.0387,+02:11:01.197,M0.0Ve,,11.055,9.589,8.894,15.06,GJ281_harps_all-data_v1.dat,GJ281_harps_all-data_v1.csv
GJ285,07:44:40.1726,+03:33:08.877,M4.0Ve,,12.831,11.225,9.681000000000001,5.99,GJ285_harps_all-data_v1.dat,GJ285_harps_all-data_v1.csv
GJ288,07:45:34.9191,-34:10:21.283,F9V,,5.95,5.37,5.149,15.36,GJ288_harps_all-data_v1.dat,GJ288_harps_all-data_v1.csv
GJ291.1,07:51:03.3451,-50:18:18.007,K6V,4438.0,11.13,10.01,9.585,32.49,GJ291.1_harps_all-data_v1.dat,GJ291.1_harps_all-data_v1.csv
GJ293.1,07:57:57.7842,-00:48:51.874,K4V,4729.9,9.105,8.077,7.728,17.65,GJ293.1_harps_all-data_v1.dat,GJ293.1_harps_all-data_v1.csv
GJ294A,07:57:46.9145,-60:18:11.051,F9.5V,,6.17,5.6,5.414,16.2,GJ294A_harps_all-data_v1.dat,GJ294A_harps_all-data_v1.csv
GJ294B,07:57:54.9208,-60:17:58.399,,,,,9.203,16.17,GJ294B_harps_all-data_v1.dat,GJ294B_harps_all-data_v1.csv
GJ298,08:09:58.0515,-52:58:05.422,M3.0,,13.24,11.74,10.649000000000001,16.18,GJ298_harps_all-data_v1.dat,GJ298_harps_all-data_v1.csv
GJ299,08:11:57.5595,+08:46:22.983,M4.5Ve,,14.6,12.834000000000001,11.376,6.87,GJ299_harps_all-data_v1.dat,GJ299_harps_all-data_v1.csv
GJ29,00:40:25.6702,-59:27:16.565,G0VFe-0.9CH-0.4,,6.44,5.88,5.742999999999999,25.25,GJ29_harps_all-data_v1.dat,GJ29_harps_all-data_v1.csv
GJ300,08:12:40.8887,-21:33:06.982,M3.5V,,13.7,12.130999999999998,10.665,8.12,GJ300_harps_all-data_v1.dat,GJ300_harps_all-data_v1.csv
GJ3018,00:15:51.5262,-67:59:51.823,M0.5,,13.2,10.915,10.106,18.77,GJ3018_harps_all-data_v1.dat,GJ3018_harps_all-data_v1.csv
GJ3021,00:16:12.6791,-79:51:04.244,G8V,,7.335,6.577999999999999,6.394,17.56,GJ3021_harps_all-data_v1.dat,GJ3021_harps_all-data_v1.csv
GJ302,08:18:23.9469,-12:37:55.810,G8:V,,6.74,5.95,5.739,12.56,GJ302_harps_all-data_v1.dat,GJ302_harps_all-data_v1.csv
GJ3049,00:43:26.0025,-41:17:34.027,M5,,14.0,11.51,11.561,10.23,GJ3049_harps_all-data_v1.dat,GJ3049_harps_all-data_v1.csv
GJ3053,00:44:59.3314,-15:16:17.543,M4.5,3872.0,,14.15,12.671,14.99,GJ3053_harps_all-data_v1.dat,GJ3053_harps_all-data_v1.csv
GJ3071,01:02:24.5727,+05:03:41.214,K2V,,9.175,8.131,7.888,15.21,GJ3071_harps_all-data_v1.dat,GJ3071_harps_all-data_v1.csv
GJ3072,01:02:21.1343,-10:25:25.894,M0V,4095.8,11.389000000000001,9.993,9.378,21.11,GJ3072_harps_all-data_v1.dat,GJ3072_harps_all-data_v1.csv
GJ3082,01:14:34.1967,-53:56:31.610,M3V,,12.591,11.077,10.201,16.63,GJ3082_harps_all-data_v1.dat,GJ3082_harps_all-data_v1.csv
GJ3091,01:22:07.6137,-26:53:35.158,K2V,4914.0,9.75,8.76,8.475,30.71,GJ3091_harps_all-data_v1.dat,GJ3091_harps_all-data_v1.csv
GJ309,08:32:51.4958,-31:30:03.062,K1V,,7.17,6.38,6.151,12.18,GJ309_harps_all-data_v1.dat,GJ309_harps_all-data_v1.csv
GJ31.3,00:44:44.3965,-22:00:22.078,F3VFe-1,6911.5,5.542000000000001,5.22,5.098,27.25,GJ31.3_harps_all-data_v1.dat,GJ31.3_harps_all-data_v1.csv
GJ3102,01:37:20.8203,-49:11:44.376,M0V,,11.834000000000001,10.390999999999998,9.663,22.16,GJ3102_harps_all-data_v1.dat,GJ3102_harps_all-data_v1.csv
GJ3110,01:42:55.7828,-42:12:12.411,M0,,12.7,11.147,10.436,26.23,GJ3110_harps_all-data_v1.dat,GJ3110_harps_all-data_v1.csv
GJ312,08:37:19.9931,-40:08:51.600,G0Vp,,7.15,6.55,6.374,27.64,GJ312_harps_all-data_v1.dat,GJ312_harps_all-data_v1.csv
GJ3138,02:09:10.9012,-16:20:22.528,K9Vk:,,12.82,10.877,10.192,28.49,GJ3138_harps_all-data_v1.dat,GJ3138_harps_all-data_v1.csv
GJ313,08:38:45.2604,-13:15:24.090,K4+Vk:,4646.0,10.87,9.63,9.27,31.6,GJ313_harps_all-data_v1.dat,GJ313_harps_all-data_v1.csv
GJ3141,02:11:18.0502,-63:13:40.930,M3,,13.5,,11.162,14.83,GJ3141_harps_all-data_v1.dat,GJ3141_harps_all-data_v1.csv
GJ3148,02:16:41.1978,-30:59:18.227,M3Ve,,13.588,12.027000000000001,10.777000000000001,13.41,GJ3148_harps_all-data_v1.dat,GJ3148_harps_all-data_v1.csv
GJ3161,02:32:54.1420,+15:02:04.310,F8V,5905.3,6.541,5.9879999999999995,5.86,28.69,GJ3161_harps_all-data_v1.dat,GJ3161_harps_all-data_v1.csv
GJ317,08:40:59.2055,-23:27:22.598,M3.5V,,13.2,11.975,10.754000000000001,15.2,GJ317_harps_all-data_v1.dat,GJ317_harps_all-data_v1.csv
GJ3187,02:52:19.6886,-33:27:02.288,K2V,,8.93,8.09,7.843999999999999,25.46,GJ3187_harps_all-data_v1.dat,GJ3187_harps_all-data_v1.csv
GJ3189,02:58:10.2285,-12:53:06.000,sdM3.0,,14.4,12.669,11.591,11.52,GJ3189_harps_all-data_v1.dat,GJ3189_harps_all-data_v1.csv
GJ3193,03:01:51.3928,-16:35:36.022,M3.0,,12.190999999999999,10.529000000000002,10.047,6.87,GJ3193_harps_all-data_v1.dat,GJ3193_harps_all-data_v1.csv
GJ31,00:43:35.3709,-17:59:11.782,G9.5IIICH-1,,3.02,2.01,,,GJ31_harps_all-data_v1.dat,GJ31_harps_all-data_v1.csv
GJ3200,03:07:18.5750,-13:45:42.419,G3V,,7.65,7.0,6.797999999999999,32.03,GJ3200_harps_all-data_v1.dat,GJ3200_harps_all-data_v1.csv
GJ3202,03:07:33.7862,-03:58:17.144,K7V,,12.35,10.857999999999999,,,GJ3202_harps_all-data_v1.dat,GJ3202_harps_all-data_v1.csv
GJ3205,03:10:15.4719,+05:54:31.471,M2.5Ve,,13.401,11.847000000000001,10.882,18.1,GJ3205_harps_all-data_v1.dat,GJ3205_harps_all-data_v1.csv
GJ3207,03:11:35.2245,-38:47:23.436,MV,,13.02,13.745999999999999,12.571,22.56,GJ3207_harps_all-data_v1.dat,GJ3207_harps_all-data_v1.csv
GJ321.3,08:44:42.226,-54:42:31.76,A2IV+A4V,,,,,,GJ321.3_harps_all-data_v1.dat,GJ321.3_harps_all-data_v1.csv
GJ3212,03:14:36.7456,-09:40:02.592,M0,,12.96,11.609000000000002,10.793,22.16,GJ3212_harps_all-data_v1.dat,GJ3212_harps_all-data_v1.csv
GJ3218,03:21:46.9231,-06:40:24.217,M2V,,12.49,11.314,10.352,17.23,GJ3218_harps_all-data_v1.dat,GJ3218_harps_all-data_v1.csv
GJ3221,03:23:22.4184,+11:41:13.361,M3.5V,,13.76,,11.099,17.11,GJ3221_harps_all-data_v1.dat,GJ3221_harps_all-data_v1.csv
GJ3222,03:23:35.2561,-40:04:34.968,K0V,4424.0,7.757999999999999,6.903,6.689,17.7,GJ3222_harps_all-data_v1.dat,GJ3222_harps_all-data_v1.csv
GJ3256,03:54:25.6210,-09:09:31.028,M3,3793.3,12.74,11.17,,21.1,GJ3256_harps_all-data_v1.dat,GJ3256_harps_all-data_v1.csv
GJ3258,03:56:28.6675,-25:10:52.828,K0VFe-1.2CH-0.9,,7.63,6.88,6.665,40.63,GJ3258_harps_all-data_v1.dat,GJ3258_harps_all-data_v1.csv
GJ3260,04:00:40.1216,-23:04:52.584,M0,,12.66,11.431,,,GJ3260_harps_all-data_v1.dat,GJ3260_harps_all-data_v1.csv
GJ3263,04:07:20.4960,-24:29:13.356,M4,,13.91,12.38,,,GJ3263_harps_all-data_v1.dat,GJ3263_harps_all-data_v1.csv
GJ3279,04:22:12.4992,-57:26:01.003,M3e,,13.7,,10.712,16.56,GJ3279_harps_all-data_v1.dat,GJ3279_harps_all-data_v1.csv
GJ327,08:54:17.9469,-05:26:04.046,G2V,,6.67,6.0,5.832000000000001,16.85,GJ327_harps_all-data_v1.dat,GJ327_harps_all-data_v1.csv
GJ3293,04:28:35.7191,-25:10:09.297,M2.5,,13.6,11.962,10.979000000000001,20.2,GJ3293_harps_all-data_v1.dat,GJ3293_harps_all-data_v1.csv
GJ3300,04:34:38.4968,-35:39:28.988,G9V,5490.0,8.38,7.6,7.402,28.17,GJ3300_harps_all-data_v1.dat,GJ3300_harps_all-data_v1.csv
GJ3305,04:37:37.4507,-02:29:28.869,M1.1V,3866.5,12.04,10.59,9.725,26.34,GJ3305_harps_all-data_v1.dat,GJ3305_harps_all-data_v1.csv
GJ3307,04:40:42.4933,+02:13:51.821,M2.0Ve,3978.2,12.538,,10.331,23.91,GJ3307_harps_all-data_v1.dat,GJ3307_harps_all-data_v1.csv
GJ3313,04:47:11.7566,+02:09:39.727,M0V,3902.3,12.82,,10.552,26.15,GJ3313_harps_all-data_v1.dat,GJ3313_harps_all-data_v1.csv
GJ3314,04:48:01.1415,-10:56:01.125,K5Vk,4472.6,10.66,9.43,9.038,26.5,GJ3314_harps_all-data_v1.dat,GJ3314_harps_all-data_v1.csv
GJ3317,04:49:52.3319,-35:06:27.468,K2V,5076.5,8.397,7.495,7.242000000000001,17.71,GJ3317_harps_all-data_v1.dat,GJ3317_harps_all-data_v1.csv
GJ3323,05:01:57.4261,-06:56:46.371,M4.0Ve,,13.92,12.196,10.647,5.38,GJ3323_harps_all-data_v1.dat,GJ3323_harps_all-data_v1.csv
GJ3325,05:03:20.0842,-17:22:24.722,M3V,,13.370999999999999,11.735,10.552,9.23,GJ3325_harps_all-data_v1.dat,GJ3325_harps_all-data_v1.csv
GJ3328,05:06:04.0158,+04:20:14.335,M0V,,13.05,,10.654000000000002,22.74,GJ3328_harps_all-data_v1.dat,GJ3328_harps_all-data_v1.csv
GJ3332,05:06:49.4780,-21:35:03.735,M3?,4425.0,13.163,11.5,,6.37,GJ3332_harps_all-data_v1.dat,GJ3332_harps_all-data_v1.csv
GJ333,08:59:31.6733,-47:26:09.203,M2,,14.4,12.33,11.225999999999999,20.88,GJ333_harps_all-data_v1.dat,GJ333_harps_all-data_v1.csv
GJ3340,05:15:08.0436,-07:20:48.507,M1.0V,,13.073,11.542,10.693,21.55,GJ3340_harps_all-data_v1.dat,GJ3340_harps_all-data_v1.csv
GJ3341,05:15:46.7163,-31:17:45.316,M2,,13.58,12.08,11.103,23.64,GJ3341_harps_all-data_v1.dat,GJ3341_harps_all-data_v1.csv
GJ334,09:06:45.3496,-08:48:24.611,K7V,,10.927999999999999,9.478,8.783,14.52,GJ334_harps_all-data_v1.dat,GJ334_harps_all-data_v1.csv
GJ3356,05:34:52.1154,+13:52:46.712,M3V,,13.46,,10.610999999999999,11.93,GJ3356_harps_all-data_v1.dat,GJ3356_harps_all-data_v1.csv
GJ3367,05:47:17.9674,-00:00:48.786,M0,4000.4,13.21,10.927999999999999,10.211,26.01,GJ3367_harps_all-data_v1.dat,GJ3367_harps_all-data_v1.csv
GJ3376,05:58:21.5361,-04:39:02.418,F7V,,7.715,6.984,6.808,24.14,GJ3376_harps_all-data_v1.dat,GJ3376_harps_all-data_v1.csv
GJ3379,06:00:03.5038,+02:42:23.596,M3.5Ve,,13.01,11.31,9.897,5.21,GJ3379_harps_all-data_v1.dat,GJ3379_harps_all-data_v1.csv
GJ337,09:12:17.5474,+14:59:45.776,G9V,,7.24,6.51,6.278,20.35,GJ337_harps_all-data_v1.dat,GJ337_harps_all-data_v1.csv
GJ33,00:48:22.9763,+05:16:50.209,K2.5V,,6.64,5.74,5.442,7.43,GJ33_harps_all-data_v1.dat,GJ33_harps_all-data_v1.csv
GJ3404,06:42:11.1938,+03:34:52.626,M3V,,,,10.892999999999999,15.07,GJ3404_harps_all-data_v1.dat,GJ3404_harps_all-data_v1.csv
GJ341,09:21:37.6013,-60:16:55.030,M0.0,,10.955,9.465,8.675,10.46,GJ341_harps_all-data_v1.dat,GJ341_harps_all-data_v1.csv
GJ3436,07:15:50.7953,-13:02:58.131,G7VFe-1.5CH-1.3,,8.36,7.79,7.579,33.14,GJ3436_harps_all-data_v1.dat,GJ3436_harps_all-data_v1.csv
