#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:47:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d26d1df0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/notes}&key:source=J/A+A/558/A53/notes&HTTPPRM:&
#-source=J/A+A/558/A53/notes
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Note
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_notes:
#Name: J/A+A/558/A53/notes
#Title: Notes to MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.id]
#Column	flag	(A1)	[&:=-] Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Note	(a52)	Text of note	[ucd=meta.note]
MWSC	Name	flag	Type	n_Type	Note
0365	Mayer            	 	 	 	PMs in center are poor/absent due to crowding.
0366	FSR_0577         	:	 	 	Shows neither clear CMD, nor MED.
0367	FSR_0706         	:	 	 	Shows weak spatial concentration, but neither clear
0367	FSR_0            	 	 	 	CMD, nor MED.
0368	Berkeley_11      	=	 	 	PMs in center are poor/absent due to crowding.
0369	NGC_1545         	=	 	 	Sparse.
0370	LDN_1495         	-	n	o	Dark cloud (nebula).
0371	NGC_1548         	=	 	 	
0372	FSR_0762         	=	 	 	
0373	FSR_0671         	=	r	o	
0374	FSR_0741         	=	r	o	
0375	FSR_0756         	=	 	 	Young poor.
0376	FSR_0662         	-	 	 	Large scatter of PMs; probably it is absorption
0376	FSR_0            	 	 	 	hole.
0377	Eridanus         	:	g	o	There are a few PM-stars, without any CMD.
0378	FSR_0686         	=	r	o	
0379	Melotte_25       	:	 	 	Hyades - pipeline is not applicable.
0380	FSR_0606         	=	r	o	
0381	Czernik_18       	=	 	 	Overlaps with Czernik_20; center is shifted to
0381	Czern            	 	 	 	4.4638h,+30.945d.
0382	B_217            	=	n	o	Barnard_217; dark cloud (nebula) with d=140pc
0382	B_217            	 	 	 	screens distant cluster; center is shifted to
0382	B_217            	 	 	 	4.4537h,+25.965d.
0383	FSR_0773         	=	r	o	
0384	FSR_0728         	=	r	c	
0385	NGC_1579         	=	n	o	The Northern Trifid Nebula; ivolved in the HII
0385	NGC_1            	 	 	 	region; strong and variable reddening; PMs are
0385	NGC_1            	 	 	 	poor/absent due to crowding.
0386	LKHalpha_101     	&	 	 	Coincides with NGC_1579.
0387	Taurus_VI        	:	n	o	FG Tau 6 - HII (ionised) region.
0388	NGC_1582         	=	 	 	Sparse.
0389	FSR_0798         	:	 	 	Shows weak spatial concentration, but neither clear
0389	FSR_0            	 	 	 	CMD, nor MED.
0390	Taurus_IV        	:	n	o	FG Tau 4 - HII (ionised) region.
0391	AM_0430-392      	-	 	 	SIMBAD: Galaxy.
0392	Tau-Aur_T-Ass    	:	a	o	Tau-Aur association - pipeline is not applicable.
0393	FSR_0804         	=	r	c	
0394	NGC_1605         	=	 	 	
0395	Platais_3        	=	m	o	Moving group; center is shifted to 4.6300h,+71.470d.
0396	NGC_1641         	=	r	o	Very sparse.
0397	FSR_0740         	=	r	c	
0398	Taurus_V         	:	n	o	FG Tau 5 - HII (ionised) region.
0399	IRAS_04324+5106  	=	 	 	Center is shifted to 4.6060h,51.180d.
0400	FSR_0805         	=	r	c	
0401	FSR_0808         	&	 	 	Clump inside of FSR_0805.
0402	BDSB_66          	-	 	 	Shows weak spatial concentration, but neither clear
0402	BDSB_            	 	 	 	CMD, nor MED.
0403	FSR_0840         	-	 	 	No cluster signature (even concentration) is seen.
0404	Berkeley_67      	=	 	 	Center is shifted to 4.6300h,+50.775d.
0405	Taurus_III       	:	n	o	FG Tau 3 - HII (ionised) region.
0406	FSR_0687         	:	 	 	Shows weak spatial concentration, but neither clear
0406	FSR_0            	 	 	 	CMD, nor MED.
0407	FSR_0768         	=	 	 	
0408	NGC_1624         	=	n	o	It is involved in the nebulosity Sh2-212; strong and
0408	NGC_1            	 	 	 	variable reddening; PMs are poor/absent due to
0408	NGC_1            	 	 	 	crowding.
0409	BDSB_67          	&	 	 	Coincides with NGC_1624
0410	FSR_0714         	=	r	c	
0411	FSR_0719         	=	r	c	
0412	Berkeley_68      	=	 	 	
0413	Berkeley_12      	=	 	 	
0414	FSR_0723         	=	r	c	
0415	FSR_0733         	=	r	o	
0416	NGC_1647         	=	 	 	Center is shifted to 4.7665h,+19.170d.
0417	FSR_0717         	=	r	o	
0418	Palomar_2        	=	g	o	PMs in center are poor/absent due to crowding.
0419	Alessi_2         	=	 	 	
0420	FSR_0721         	=	r	o	
0421	Ruprecht_148     	=	r	c	
0422	FSR_0801         	-	 	 	No signature of a cluster (even concentration) is
0422	FSR_0            	 	 	 	observed.
0423	LDN_1558         	-	n	o	SIMBAD: Dark Cloud (nebula).
0424	FSR_0767         	=	 	 	Sparse.
0425	NGC_1662         	=	 	 	
0426	NGC_1663         	=	 	 	Center is shifted to 4.8210h,+13.170d.
0427	ASCC_12          	=	 	 	The brigtest member has spectral type Bpe.
0428	ESO_485-20       	-	 	 	No cluster signature (even concentration) is seen.
0429	FSR_0742         	=	 	 	
0430	NGC_1664         	=	 	 	
0431	FSR_0702         	=	r	o	
0432	FSR_0750         	=	r	c	
0433	FSR_0735         	=	r	c	
0434	FSR_0837         	=	r	c	
0435	FSR_0835         	&	 	 	Part of FSR_0837.
0436	LDN_1517         	-	n	o	Dark cloud (nebula).
0437	FSR_0643         	=	r	o	
0438	Teutsch_5        	=	 	 	
0439	Berkeley_13      	=	 	 	
0440	FSR_0699         	:	 	 	Shows weak spatial concentration, but neither clear
0440	FSR_0            	 	 	 	CMD, nor MED.
0441	Czernik_19       	=	 	 	
0442	Skiff_J0458+43.0 	=	 	 	
0443	FSR_0696         	:	 	 	Shows weak spatial concentration, but neither clear
0443	FSR_0            	 	 	 	CMD, nor MED.
0444	NGC_1785         	:	 	 	PMs are poor/absent due to crowding; shows spatial
0444	NGC_1            	 	 	 	concentration, is probably a faraway cluster in
0444	NGC_1            	 	 	 	direction to LMC.
0445	FSR_0685         	:	 	 	Shows spatial concentration, but neither clear CMD,
0445	FSR_0            	 	 	 	nor MED.
0446	FSR_0820         	=	r	c	
0447	FSR_0744         	=	 	 	Center is shifted to 4.9910h,+37.965Sd.
0448	Berkeley_14      	=	 	 	Center is shifted to 4.9964h,+43.485d; overlaps
0448	Berke            	 	 	 	with Berkeley_14A.
0449	Berkeley_14A     	=	a	c	B-association; 5 brightest members are B-stars;
0449	Berke            	 	 	 	center is shifted to 5.0105h,+43.565d; overlaps with
0449	Berke            	 	 	 	Berkeley_14.
0450	FSR_0684         	:	 	 	Shows weak spatial concentration, but neither clear
0450	FSR_0            	 	 	 	CMD, nor MED.
0451	FSR_0759         	=	r	c	
0452	FSR_0722         	=	 	 	
0453	Berkeley_15      	=	 	 	PMs in center are poor/absent due to crowding.
0454	FSR_0753         	=	r	o	
0455	FSR_0732         	=	r	o	
0456	FSR_0690         	=	 	 	Sparse.
0457	FSR_0734         	=	r	c	
0458	NGC_1708         	=	 	 	Sparse.
0459	NGC_1724         	=	r	o	
0460	FSR_0771         	=	 	 	Sparse.
0461	NGC_1746         	=	 	 	There are 3 clusters in this area: NGC_1746,
0461	NGC_1            	 	 	 	NGC_1750, NGC_1758. Seen is a single large cluster,
0461	NGC_1            	 	 	 	and we studied it as a single complex NGC_1746 (as
0461	NGC_1            	 	 	 	done in COCD).
0462	NGC_1750         	&	 	 	AH: Part of NGC_1746.
0463	NGC_1758         	&	 	 	AH: part of NGC_1746.
0464	FSR_0841         	=	 	 	
0465	Bica_6           	=	 	 	Sparse.
0466	Dolidze_15       	:	s	o	Shows neither clear CMD, MED, nor RDP.
0467	Platais_4        	=	 	 	Very poor group; center is shifted to 5.1145h,
0467	Plata            	 	 	 	+22.573d.
0468	FSR_0790         	&	 	 	Clump in corona of Skiff_J0507+30.8.
0469	SAI_41           	=	 	 	Sparse.
0470	Skiff_J0507+30.8 	=	 	 	Sparse.
0471	FSR_0809         	=	 	 	Center is shifted to 5.1367h,+27.535d.
0472	NGC_1778         	=	 	 	Sparse.
0473	SAI_43           	=	 	 	
0474	King_17          	=	 	 	Age has been strongly changed compared to Dias and
0474	King_            	 	 	 	WEBDA.
0475	FSR_0683         	=	 	 	Sparse; poor RDP.
0476	FSR_0920         	=	 	 	Very sparse.
0477	Teutsch_132      	=	 	 	Young poor.
0478	NGC_1802         	=	 	 	Sparse; PM, age, distance, reddening have been
0478	NGC_1            	 	 	 	strongly changed compared to COCD.
0479	NGC_1807         	=	 	 	Very sparse; AH: probably not a cluster;
0480	FSR_0796         	=	 	 	Sparse.
0481	NGC_1790         	-	s	o	AH: irregular group of brighter stars.
0482	FSR_0716         	=	r	c	
0483	NGC_1798         	=	 	 	
0484	NGC_1817         	=	 	 	Age has been strongly changed compared to COCD.
0485	Collinder_464    	:	 	 	AH: large 2d scattering of about 7 bright stars,
0485	Colli            	 	 	 	pipeline is not applicable.
0486	ASCC_13          	=	 	 	Center is shifted to 5.2300h,+44.595d.
0487	IRAS_05100+3723  	=	n	o	Strong and variable reddening; PMs are poor/absent
0487	IRAS_            	 	 	 	due to crowding.
0488	FSR_0914         	=	r	o	Very sparse.
0489	NGC_1851         	=	g	o	PMs in center are poor/absent due to crowding.
0490	FSR_0851         	=	 	 	
0491	Dolidze_16       	=	 	 	Very sparse; the brighest member - B8; center is
0491	Dolid            	 	 	 	shifted to 5.2433h,+32.660d.
0492	FSR_0670         	=	 	 	
0493	ESO_252-14       	=	r	o	
0494	FSR_0707         	=	 	 	PMs in center are poor/absent due to crowding.
0495	Patchick_3       	=	 	 	
0496	ESO_486-45       	:	 	 	Shows weak spatial concentration, but neither clear
0496	ESO_4            	 	 	 	MED, CMD, nor RDP.
0497	FSR_0966         	=	r	o	
0498	Melotte_31       	:	s	c	AH: covers 1 sq.deg, including 14,16,19 Aur; NKh:
0498	Melot            	 	 	 	probably loose stellar group/asterism; pipeline is
0498	Melot            	 	 	 	not applicable.
0499	BDSB_68          	=	 	 	Overlaps with Kronberger_18.
0500	NGC_1901         	=	 	 	Mearby; sparse; is projected onto LMC.
0501	FSR_0630         	=	r	o	
0502	Kronberger_18    	=	 	 	Overlaps with BDSB_68.
0503	FSR_0857         	=	 	 	
0504	SAI_46           	=	 	 	Poor.
0505	NGC_1857         	=	 	 	
0506	ESO_486-54       	=	r	o	Very sparse.
0507	ASCC_14          	=	 	 	Very sparse; center is shifted to 5.3400h,+35.180d.
0508	Czernik_20       	=	 	 	Overlaps with Czernik_18.
0509	Berkeley_17      	=	 	 	Sparse very old.
0510	NGC_1891         	-	s	o	
0511	FSR_0631         	:	 	 	Shows weak spatial concentration, but neither clear
0511	FSR_0            	 	 	 	CMD, nor MED.
0512	Berkeley_18      	=	 	 	
0513	Dolidze_17       	=	 	 	Very sparse; center is shifted to 5.3755h,+7.160d.
0514	ASCC_15          	=	 	 	Very sparse.
0515	FSR_0984         	:	 	 	Shows spatial concentration, but neither clear MED,
0515	FSR_0            	 	 	 	nor RDP.
0516	NGC_1893         	=	 	 	Part of associaton Aur_OB2; strong and variable
0516	NGC_1            	 	 	 	reddening; PMs in center are poor/absent due to
0516	NGC_1            	 	 	 	crowding.
0517	BDSB_70          	&	 	 	Coincides with NGC_1893.
0518	Collinder_62     	=	 	 	Very sparse; center is shifted to 5.3718h,+41.025d.
0519	FSR_0983         	:	 	 	Shows weak spatial concentration, but neither clear
0519	FSR_0            	 	 	 	MED, nor RDP.
0520	IRAS_05197+3355  	:	 	 	HII (ionised) region; shows spatial concentration,
0520	IRAS_            	 	 	 	but neither clear CMD, nor MED.
0521	FSR_0861         	=	 	 	
0522	Dolidze_18?      	&	 	 	Dolidze_18.
0523	Dolidze_18       	&	 	 	Part of NGC_1893.
0524	Dolidze_19       	=	 	 	Very sparse.
0525	Dol-Dzim_2       	=	 	 	
0526	SAI_47           	=	 	 	
0527	Berkeley_19      	=	 	 	Center is shifted to 5.4002h,+29.567d.
0528	NGC_1904         	=	g	o	M_79; PMs in center are poor/absent due to crowding.
0529	SAI_48           	=	 	 	
0530	FSR_0964         	=	 	 	Probably remnant or hole in clouds.
0531	ASCC_16          	=	 	 	Briceno_1; Center is shifted to 5.4025h,+1.640d.
0532	Berkeley_69      	=	 	 	Center is shifted to 5.4065h,+32.608d.
0533	FSR_0868         	=	 	 	
0534	ASCC_17          	=	 	 	Sparse; the brighest member is B8.
0535	FSR_0913         	=	 	 	
0536	FSR_0775         	=	 	 	
0537	NGC_1896         	=	 	 	Confirmed declination +29.260d; distance, reddening,
0537	NGC_1            	 	 	 	age have been strongly changed compared to COCD
0537	NGC_1            	 	 	 	(and WEBDA).
0538	Berkeley_70      	=	 	 	Center is shifted to 5.4294h,+41.930d.
0539	NGC_1883         	=	 	 	
0540	Collinder_65     	=	 	 	Near sparse; there is a sequence of 10 members
0540	Colli            	 	 	 	B2-A1.
0541	ASCC_18          	=	 	 	
0542	SAI_49           	=	 	 	
0543	Czernik_21       	=	 	 	Overlaps by coronas with NGC_1912.
0544	Mamajek_3        	=	m	o	Nearby moving group, center is shifted to
0544	Mamaj            	 	 	 	5.4335h,+6.330d; the brightest members are A0Vn and
0544	Mamaj            	 	 	 	A0.
0545	Dolidze_21       	=	r	c	Sparse, poor RDP.
0546	FSR_0777         	=	 	 	The brightest member - O7V; overlaps with corona of
0546	FSR_0            	 	 	 	young cluster Kronberger_1.
0547	ASCC_19          	=	 	 	The brigtest member is B8 III/IV.
0548	Dolidze_20       	=	 	 	Young very poor.
0549	Aur_OB2          	:	a	o	Multicenter association, pipeline is not applicable.
0550	FSR_0882         	=	 	 	
0551	Waterloo_2       	=	 	 	Two brighest membes are B8 and A0,; very poor RDP.
0552	NGC_1907         	=	 	 	PMs in center are poor/absent due to crowding; age
0552	NGC_1            	 	 	 	has been strongly changed compared to WEBDA and
0552	NGC_1            	 	 	 	COCD.
0553	Stock_8          	=	n	o	Part of associaton Aur_OB2; embedded in nebulosity
0553	Stock            	 	 	 	LDN 1524; PMs in center are poor/absent due to
0553	Stock            	 	 	 	crowding.
0554	BDSB_69          	&	 	 	Coincides with Stock_8.
0555	Kronberger_1     	=	 	 	PMs in center are poor/absent due to crowding;
0555	Kronb            	 	 	 	overlaps with corona of young cluster FSR_0777.
0556	ASCC_20          	=	 	 	Very sparse.
0557	NGC_1912         	=	 	 	M_38; overlaps by coronas with Czernik_21 and
0557	NGC_1            	 	 	 	NGC_1907.
0558	ASCC_21          	=	a	c	Sparse; probably B-association, the brightest
0558	ASCC_            	 	 	 	member is B5III.
0559	FSR_0736         	=	r	c	
0560	FSR_0907         	=	r	c	
0561	Teutsch_52       	=	 	 	Very sparse, poor RDP.
0562	Aur_OB1          	:	a	o	Very large multicenter association, pipeline is not
0562	Aur_O            	 	 	 	applicable.
0563	AFGL_5142        	-	n	o	Cloud.
0564	NGC_1931         	=	n	o	Coincides with nebulosity NGC_1931; strong and
0564	NGC_1            	 	 	 	variable reddening; PMs are poor/absent due to
0564	NGC_1            	 	 	 	crowding.
0565	FSR_1018         	:	 	 	Shows spatial concentration, but neither clear CMD,
0565	FSR_1            	 	 	 	nor MED.
0566	FSR_0749         	=	r	c	
0567	FSR_1017         	=	r	o	
0568	B_30             	=	n	o	[BDB2003] G192.45-11.31; very poor RDP; center is
0568	B_30             	 	 	 	shifted to 5.5325h,+12.410d.
0569	NGC_1963         	=	 	 	Very sparse; poor RDP.
0570	FSR_0884         	=	 	 	Poor RDP.
0571	FSR_0991         	=	r	o	
0572	Berkeley_20      	=	 	 	Very poor; PMs in center are poor/absent due to
0572	Berke            	 	 	 	crowding.
0573	FSR_0642         	:	 	 	Shows weak spatial concentration, but neither clear
0573	FSR_0            	 	 	 	CMD, nor MED.
0574	FSR_0761         	=	 	 	
0575	Dol-Dzim_3       	=	 	 	Very sparse; center is shifted to 5.5595h,+26.469d.
0576	FSR_0842         	=	 	 	
0577	FSR_0763         	:	 	 	Shows weak spatial concentration, but neither clear
0577	FSR_0            	 	 	 	CMD, nor MED.
0578	FSR_0886         	=	 	 	
0579	NGC_1981         	=	n	o	From Orion Sword; PMs are poor/absent due to
0579	NGC_1            	 	 	 	crowding.
0580	Collinder_69     	=	 	 	Lambda Orionis cluster; center is shifted to center
0580	Colli            	 	 	 	of members' symmetry at 5.5890h,+9.830d.
0581	OMC_1            	&	n	o	SIMBAD: Molecular Cloud; clump in NGC_1976.
0582	NGC_1976         	=	n	o	M_42; Great Nebula in Orion; Trapezium; strong and
0582	NGC_1            	 	 	 	variable reddening; PMs are poor/absent due to
0582	NGC_1            	 	 	 	crowding; reddening and age have been strongly
0582	NGC_1            	 	 	 	changed compared to COCD;.
0583	OMC_3            	&	n	o	SIMBAD: Molecular Cloud; clump in corona of
0583	OMC_3            	 	 	 	NGC_1976.
0584	Ori_OB1C         	:	a	o	Multicenter association; contains Orion Sword
0584	Ori_O            	 	 	 	clusters; pipeline is not applicable.
0585	FSR_0934         	&	 	 	Central part of Lambda Orionis cluster.
0586	NGC_1980         	=	n	o	From Orion Sword; PMs are poor/absent due to
0586	NGC_1            	 	 	 	crowding.
0587	NGC_1977         	=	n	o	From Orion Sword; PMs are poor/absent due to
0587	NGC_1            	 	 	 	crowding.
0588	BDSB_163         	-	 	 	No cluster signature (even concentration) is seen.
0589	OMC_2            	&	n	o	SIMBAD: Molecular Cloud; clump in corona of
0589	OMC_2            	 	 	 	NGC_1976.
0590	HH_34            	-	n	o	SIMBAD: Herbig-Haro Object.
0591	Collinder_70     	=	a	o	Center is shifted to 5.5965h,-0.880d; age has been
0591	Colli            	 	 	 	strongly changed compared to COCD; the brightest
0591	Colli            	 	 	 	member is B0Ia.
0592	Dol-Dzim_4       	=	 	 	Sparse.
0593	FSR_1027         	=	 	 	
0594	NGC_1960         	=	 	 	M_36; PMs in center are poor/absent due to crowding.
0595	LDN_1641N        	&	 	 	SIMBAD: HII (ionised) region; duplicated by L_1641N.
0596	L_1641N          	&	 	 	SIMBAD: HII (ionised) region; coincides with
0596	L_164            	 	 	 	Morgan_8.
0597	Morgan_8         	=	 	 	Sparse; variable reddening; PMs are poor/absent due
0597	Morga            	 	 	 	to crowding.
0598	Ori_V380         	:	 	 	Shows weak spatial concentration, but neither clear
0598	Ori_V            	 	 	 	CMD, nor MED.
0599	FSR_0807         	=	 	 	The brightest member is B8.
0600	FSR_0814         	&	 	 	Coincides with Koposov_36.
0601	Koposov_36       	=	 	 	
0602	Ori_OB1          	:	a	o	Multicenter association, pipeline is not applicable.
0603	FSR_0815         	=	 	 	Poor.
0604	Trapezium        	&	 	 	Coincides with NGC_1976.
0605	ONC/Trapezium    	&	 	 	Coincides with NGC_1976.
0606	NGC_1985         	:	n	o	Shows spatial concentration, but neither clear CMD,
0606	NGC_1            	 	 	 	nor MED; PMs are poor/absent due to crowding.
0607	KMS_35           	=	n	o	SIMBAD: Emission-line Star; strong and
0607	KMS_3            	 	 	 	variable reddening; PMs are poor/absent due to
0607	KMS_3            	 	 	 	crowding;
0608	NGC_1996         	=	 	 	Sparse; AH: perhaps large group? distance and
0608	NGC_1            	 	 	 	reddening have been strongly changed compared to
0608	NGC_1            	 	 	 	COCD.
0609	FSR_0812         	=	 	 	Young sparse.
0610	BDSB_83          	-	 	 	No cluster signature (even concentration) is seen.
0611	KMS_36           	&	 	 	SIMBAD: Infra-Red source; clump in L_1641C.
0612	Sigma_Ori        	=	m	o	Poor; age has been changed compared to COCD.
0613	LDN_1641C        	&	 	 	SIMBAD: Dark Cloud (nebula); coincides with L_1641C.
0614	BDSB_74          	=	r	o	
0615	L_1641C          	:	 	 	SIMBAD: Dark Cloud (nebula); shows weak spatial
0615	L_164            	 	 	 	concentration, but neither clear CMD, nor MED.
0616	Stock_10         	=	 	 	Sparse near group; center is shifted to 5.6540h,
0616	Stock            	 	 	 	+37.805d.
0617	Sh2_233SE        	:	 	 	Shows spatial concentration, but neither clear CMD,
0617	Sh2_2            	 	 	 	nor MED.
0618	IRAS_05365+0405  	-	 	 	No cluster signature (even concentration) is seen.
0619	DB2001_24        	&	 	 	Coincides with Sh2_233SE.
0620	FSR_0816         	=	 	 	Sparse.
0621	NGC_2017         	-	s	o	
0622	FSR_0817         	=	 	 	Sparse.
0623	IRAS_05361+3539  	-	 	 	No cluster signature (even concentration) is seen.
0624	Teutsch_1        	&	 	 	Coincides with Koposov_27.
0625	Koposov_27       	=	 	 	Sparse.
0626	FSR_0930         	=	 	 	Sparse.
0627	GGD_4            	:	 	 	IR cluster + Herbig-Haro Object; shows spatial
0627	GGD_4            	 	 	 	concentration, but neither clear CMD, nor MED.
0628	LDN_1641S        	&	n	o	Duplicated by 648_LDN_1641S and 647_L_1641S.
0629	Sh2_235          	=	 	 	Sparse.
0630	BDSB_71          	&	 	 	Part of Sh2_235B.
0631	Sh2_235B         	=	n	o	Strong and variable reddening; PMs are poor/absent
0631	Sh2_2            	 	 	 	due to crowding.
0632	S_235B           	&	 	 	Sh2_235B.
0633	BDSB_72          	&	 	 	Coincides with Sh2_235B.
0634	Berkeley_71      	=	 	 	
0635	FSR_0874         	=	 	 	
0636	FSR_1088         	:	 	 	Shows spatial concentration, but neither clear CMD,
0636	FSR_1            	 	 	 	nor MED.
0637	IRAS_05377+3548  	:	 	 	Overlaps with corona of Sh2_235 and BDSB_73; shows
0637	IRAS_            	 	 	 	spatial concentration, but neither clear CMD, nor
0637	IRAS_            	 	 	 	MED.
0638	Teutsch_2        	=	 	 	Very sparse.
0639	BDSB_73          	=	 	 	Overlaps with corona of Sh2_235, BDSB_72, and
0639	BDSB_            	 	 	 	IRAS_05377+3548; strong and variable reddening; PMs
0639	BDSB_            	 	 	 	are poor/absent due to crowding.
0640	NGC_2023         	:	n	o	SIMBAD: Reflection Nebula; shows spatial
0640	NGC_2            	 	 	 	concentration, but neither clear CMD, nor MED.
0641	NGC_2024         	:	 	 	Disorder with coordinates: Lada&Lada: 5.6952h,
0641	NGC_2            	 	 	 	-0.883d; SIMBAD and NKh: 5.694h,-1.90d; shows
0641	NGC_2            	 	 	 	spatial concentration, but neither clear CMD, nor
0641	NGC_2            	 	 	 	MED; strong and variable reddening; PMs are
0641	NGC_2            	 	 	 	poor/absent due to crowding.
0642	FSR_0821         	=	 	 	
0643	FSR_1050         	=	r	o	
0644	FSR_0661         	-	 	 	Shows weak spatial concentration, but neither clear
0644	FSR_0            	 	 	 	CMD, nor MED.
0645	FSR_0799         	=	r	c	Center is shifted to 5.7045h,+33.660d.
0646	FSR_0855         	:	 	 	Shows weak spatial concentration, but neither clear
0646	FSR_0            	 	 	 	CMD, nor MED.
0647	L_1641S          	=	n	o	SIMBAD: Dark Cloud (nebula); strong and variable
0647	L_164            	 	 	 	reddening; PMs are poor/absent due to crowding.
0648	LDN_1641S        	&	n	o	Duplicated by 628_LDN_1641S and 647_L_1641S.
